,adjClose,change,changeOverTime,changePercent,close,high,label,low,open,unadjustedVolume,volume,vwap
2020-01-02,74.444603,1.0275,0.01387,1.387,75.087502,75.150002,"January 02, 20",73.797501,74.059998,135480400.0,135480400.0,74.67833
